"","Week","No_Dep","Mild_Dep","Moderate_Dep","Severe_Dep","All_Dep","Mean_DScore","Treatment","Talk","Prob_of_Talking","Prob_of_Treatment","Mean_DScore_Male","Mean_DScore_Female","NoDep_Male","Mild_Male","Moderate_Male","Severe_Male","AllDep_Male","NoDep_Female","Mild_Female","Moderate_Female","Severe_Female","AllDep_Female","Count_Male","Count_Female","Male_Treatment","Male_Talks","Female_Treatment","Female_Talks","Environment"
"104",103,944.8,34.54,12.54,8.12,55.2,9.01519950492,109.96,38.2,2.97069759246,10.58581119084,9.7748455353,8.24784369416,467.64,20.68,8.52,5.68,34.88,477.16,13.86,4.02,2.44,20.32,502.52,497.48,23.6,13.3,86.36,24.9,10
"105",104,944.46,34.94,12.46,8.14,55.54,9.02752621922,111.08,38.96,2.97471511646,10.60886215314,9.80120477382,8.24568734374,467.38,20.92,8.46,5.76,35.14,477.08,14.02,4,2.38,20.4,502.52,497.48,24.66,14.32,86.42,24.64,10
"106",0,941.26,29.46,14.18,15.1,58.74,7.20928,92.94,56.26,4.9963359856,9.02087922608,6.34750019952,8.06002193246,476.98,11.06,4.86,3.84,19.76,464.28,18.4,9.32,11.26,38.98,496.74,503.26,31.04,24.34,61.9,31.92,20
"107",1,942.12,29.22,13.72,14.94,57.88,7.22555335424,93.6,54.84,5.00100682568,9.04057308554,6.37473654852,8.06544530454,477.1,11.04,4.78,3.82,19.64,465.02,18.18,8.94,11.12,38.24,496.74,503.26,31.18,23.76,62.42,31.08,20
"108",2,942.96,28.74,13.58,14.72,57.04,7.23977042014,95.68,55.26,5.00757635202,9.05926673528,6.40763892842,8.06140678232,477.08,11.08,4.76,3.82,19.66,465.88,17.66,8.82,10.9,37.38,496.74,503.26,30.98,24.04,64.7,31.22,20
"109",3,943.5,28.48,13.42,14.6,56.5,7.26172020766,95.12,54.52,5.01498462568,9.08015085758,6.44462323244,8.0684093868,477.24,10.94,4.72,3.84,19.5,466.26,17.54,8.7,10.76,37,496.74,503.26,29.74,23.2,65.38,31.32,20
"110",4,944.42,27.94,13.06,14.58,55.58,7.27805488588,96.9,55.18,5.02170505718,9.10011966674,6.47620218344,8.06950848282,477.38,10.86,4.64,3.86,19.36,467.04,17.08,8.42,10.72,36.22,496.74,503.26,31.86,23.94,65.04,31.24,20
"111",5,944.9,27.76,12.9,14.44,55.1,7.29582324438,98.38,55.7,5.03241250932,9.12136170882,6.5114903232,8.06989631936,477.36,10.76,4.72,3.9,19.38,467.54,17,8.18,10.54,35.72,496.74,503.26,30.66,23.56,67.72,32.14,20
"112",6,945.46,27.5,12.62,14.42,54.54,7.31451085602,96.56,54.72,5.04226134968,9.14009858622,6.54249166184,8.07642666378,477.38,10.76,4.7,3.9,19.36,468.08,16.74,7.92,10.52,35.18,496.74,503.26,30.36,23.8,66.2,30.92,20
"113",7,946.14,27,12.68,14.18,53.86,7.32972036268,96.84,55.44,5.04999021912,9.16287200812,6.5719039007,8.07794112778,477.32,10.78,4.78,3.86,19.42,468.82,16.22,7.9,10.32,34.44,496.74,503.26,30.22,23.34,66.62,32.1,20
"114",8,946.9,26.78,12.38,13.94,53.1,7.34644166228,93.5,57.34,5.06075218282,9.18315002364,6.59959520934,8.0838176606,477.6,10.68,4.76,3.7,19.14,469.3,16.1,7.62,10.24,33.96,496.74,503.26,28.36,23.84,65.14,33.5,20
"115",9,947.26,26.74,12.24,13.76,52.74,7.3630942595,97.62,56.7,5.07200072588,9.20604862614,6.63282569734,8.08403577674,477.7,10.64,4.72,3.68,19.04,469.56,16.1,7.52,10.08,33.7,496.74,503.26,30.26,23.78,67.36,32.92,20
"116",10,947.82,26.48,12.16,13.54,52.18,7.37881647732,97.32,57.2,5.0831105153,9.22618138892,6.6706886527,8.07797678182,477.62,10.68,4.78,3.66,19.12,470.2,15.8,7.38,9.88,33.06,496.74,503.26,29.34,23.36,67.98,33.84,20
"117",11,948.34,26.36,12.1,13.2,51.66,7.39158243446,98.62,55.46,5.09064403966,9.24522014058,6.70499900756,8.0694632641,477.54,10.8,4.76,3.64,19.2,470.8,15.56,7.34,9.56,32.46,496.74,503.26,29.88,23.38,68.74,32.08,20
"118",12,948.66,26.22,12.1,13.02,51.34,7.41116671922,95.78,55.12,5.09880653246,9.2681566363,6.74152598882,8.0721975717,477.5,10.9,4.7,3.64,19.24,471.16,15.32,7.4,9.38,32.1,496.74,503.26,28.92,22.52,66.86,32.6,20
"119",13,949.12,26.04,11.94,12.9,50.88,7.42831429666,97.84,54.64,5.10966054502,9.29133493912,6.77582405792,8.07249358552,477.36,10.98,4.76,3.64,19.38,471.76,15.06,7.18,9.26,31.5,496.74,503.26,27.34,22.4,70.5,32.24,20
"120",14,949.72,25.74,11.82,12.72,50.28,7.44467962116,96.58,55.74,5.11902957662,9.31377948752,6.81018219634,8.0711206059,477.4,10.86,4.78,3.7,19.34,472.32,14.88,7.04,9.02,30.94,496.74,503.26,28.1,22.78,68.48,32.96,20
"121",15,950.08,25.66,11.64,12.62,49.92,7.46119573952,96.7,58.32,5.12997062612,9.33715325902,6.84351784976,8.07091313596,477.32,10.96,4.84,3.62,19.42,472.76,14.7,6.8,9,30.5,496.74,503.26,29.42,24.32,67.28,34,20
"122",16,950.24,25.84,11.5,12.42,49.76,7.4756643416,98.62,56.96,5.13822043574,9.35901855618,6.86952428952,8.07372650182,477.26,11.12,4.78,3.58,19.48,472.98,14.72,6.72,8.84,30.28,496.74,503.26,29.18,23.44,69.44,33.52,20
"123",17,950.68,25.74,11.3,12.28,49.32,7.49393557668,100.16,55.9,5.14808109836,9.3797718563,6.9065604103,8.07377158962,477.06,11.28,4.76,3.64,19.68,473.62,14.46,6.54,8.64,29.64,496.74,503.26,29.66,23.28,70.5,32.62,20
"124",18,951.02,25.6,11.26,12.12,48.98,7.51235288418,97.68,56.5,5.16050650058,9.40641079834,6.9414679421,8.07561766458,477.04,11.22,4.86,3.62,19.7,473.98,14.38,6.4,8.5,29.28,496.74,503.26,28.34,23.24,69.34,33.26,20
"125",19,951.46,25.5,11.2,11.84,48.54,7.52826902016,100.74,57.62,5.17203200678,9.43205487392,6.97418184038,8.07501829556,477.04,11.24,4.88,3.58,19.7,474.42,14.26,6.32,8.26,28.84,496.74,503.26,28.94,23.28,71.8,34.34,20
"126",20,951.74,25.6,10.94,11.72,48.26,7.54677422086,99.4,56.7,5.18351667794,9.45506828696,7.0068539044,8.07933399144,477.08,11.3,4.76,3.6,19.66,474.66,14.3,6.18,8.12,28.6,496.74,503.26,28.54,22.52,70.86,34.18,20
"127",21,952.28,25.58,10.8,11.34,47.72,7.56098010544,98.1,59.72,5.19145228364,9.47988843504,7.04278048454,8.07203367266,477.04,11.4,4.78,3.52,19.7,475.24,14.18,6.02,7.82,28.02,496.74,503.26,28.06,23.04,70.04,36.68,20
"128",22,952.56,25.44,10.7,11.3,47.44,7.58137522614,97.02,57.24,5.20123786752,9.504091468,7.0845544582,8.07094315594,476.9,11.56,4.68,3.6,19.84,475.66,13.88,6.02,7.7,27.6,496.74,503.26,26.42,22.52,70.6,34.72,20
"129",23,952.98,25.34,10.58,11.1,47.02,7.5961719411,103.96,59.26,5.20934327152,9.5280879737,7.12015643306,8.06538175194,476.98,11.5,4.66,3.6,19.76,476,13.84,5.92,7.5,27.26,496.74,503.26,28.72,23.76,75.24,35.5,20
"130",24,953.54,25,10.54,10.92,46.46,7.61371471582,98.86,58.5,5.21990280066,9.55196322762,7.15563614828,8.06504946602,476.9,11.54,4.7,3.6,19.84,476.64,13.46,5.84,7.32,26.62,496.74,503.26,27.46,22.64,71.4,35.86,20
"131",25,953.74,25.06,10.48,10.72,46.26,7.63063356926,99.56,57.26,5.22646244276,9.57597122978,7.19136388346,8.06350496108,476.9,11.52,4.72,3.6,19.84,476.84,13.54,5.76,7.12,26.42,496.74,503.26,26.52,20.48,73.04,36.78,20
"132",26,953.82,25.26,10.36,10.56,46.18,7.64339237138,101.36,59.48,5.23905748032,9.60227548176,7.21678956272,8.06367325858,476.78,11.66,4.72,3.58,19.96,477.04,13.6,5.64,6.98,26.22,496.74,503.26,27.88,23.24,73.48,36.24,20
"133",27,954.18,25.28,10.12,10.42,45.82,7.66097409112,103.7,56.38,5.25200800962,9.6272488661,7.2542627677,8.06139708462,476.84,11.72,4.62,3.56,19.9,477.34,13.56,5.5,6.86,25.92,496.74,503.26,28.62,20.74,75.08,35.64,20
"134",28,954.58,25.34,9.88,10.2,45.42,7.67496553642,102.48,56.46,5.2624478192,9.65722673002,7.2867022473,8.05698879172,476.86,11.86,4.5,3.52,19.88,477.72,13.48,5.38,6.68,25.54,496.74,503.26,26.84,22.22,75.64,34.24,20
"135",29,954.94,25.36,9.66,10.04,45.06,7.69506431088,103.06,58.3,5.27631907894,9.6884784537,7.32364217156,8.06035283444,476.98,11.76,4.42,3.58,19.76,477.96,13.6,5.24,6.46,25.3,496.74,503.26,27.72,22.16,75.34,36.14,20
"136",30,955.18,25.36,9.56,9.9,44.82,7.7120063308,102.86,56.76,5.28828320546,9.71967115106,7.35814946366,8.05986729374,476.9,11.82,4.4,3.62,19.84,478.28,13.54,5.16,6.28,24.98,496.74,503.26,27.72,22.1,75.14,34.66,20
"137",31,955.32,25.12,9.66,9.9,44.68,7.72618404886,101.72,58.94,5.29864753508,9.74875671066,7.38744960712,8.05899924456,476.74,11.88,4.48,3.64,20,478.58,13.24,5.18,6.26,24.68,496.74,503.26,27.14,21.86,74.58,37.08,20
"138",32,956.04,24.76,9.56,9.64,43.96,7.73931338888,104.9,58.88,5.31143365044,9.7764523388,7.4221080713,8.05100059688,476.78,11.82,4.5,3.64,19.96,479.26,12.94,5.06,6,24,496.74,503.26,27.86,21.76,77.04,37.12,20
"139",33,956.18,24.72,9.58,9.52,43.82,7.75786195408,102.58,59,5.32595552808,9.8032068071,7.45763466264,8.05276134782,476.78,11.76,4.52,3.68,19.96,479.4,12.96,5.06,5.84,23.86,496.74,503.26,26.9,22.2,75.68,36.8,20
"140",34,956.42,24.66,9.6,9.32,43.58,7.77114567228,103.64,60.26,5.34054428926,9.83439821146,7.48923961752,8.04814094194,476.78,11.76,4.58,3.62,19.96,479.64,12.9,5.02,5.7,23.62,496.74,503.26,26.66,22.24,76.98,38.02,20
"141",35,956.56,24.6,9.64,9.2,43.44,7.7864226441,102.46,58.04,5.3512955794,9.8631207724,7.51704318572,8.05103458708,476.78,11.8,4.58,3.58,19.96,479.78,12.8,5.06,5.62,23.48,496.74,503.26,25.78,21.38,76.68,36.66,20
"142",36,956.88,24.4,9.46,9.26,43.12,7.79729080594,104.94,59.92,5.36273627676,9.89110983932,7.54557114982,8.04457117242,476.72,11.86,4.52,3.64,20.02,480.16,12.54,4.94,5.62,23.1,496.74,503.26,25.52,22.04,79.42,37.88,20
"143",37,956.84,24.54,9.34,9.28,43.16,7.82270117366,103.96,59.04,5.37486018416,9.9194630839,7.58440848564,8.0568853282,476.52,12,4.52,3.7,20.22,480.32,12.54,4.82,5.58,22.94,496.74,503.26,25.62,20.94,78.34,38.1,20
"144",38,956.72,24.76,9.44,9.08,43.28,7.83655191158,105.14,58.76,5.39061971602,9.95026829798,7.61687469152,8.0523644376,476.38,12.08,4.6,3.68,20.36,480.34,12.68,4.84,5.4,22.92,496.74,503.26,27.06,21.18,78.08,37.58,20
"145",39,956.78,25.04,9.2,8.98,43.22,7.84981068048,104.94,58.92,5.4050908391,9.98262833906,7.6491577489,8.04684184846,476.24,12.24,4.56,3.7,20.5,480.54,12.8,4.64,5.28,22.72,496.74,503.26,25.5,21.14,79.44,37.78,20
"146",40,956.74,25.12,9.26,8.88,43.26,7.8704371777,105.68,58.82,5.4212805794,10.01605203592,7.68761533614,8.0495336098,476,12.42,4.64,3.68,20.74,480.74,12.7,4.62,5.2,22.52,496.74,503.26,26.8,21.12,78.88,37.7,20
"147",41,956.8,25.08,9.3,8.82,43.2,7.88726131608,106.92,58.58,5.43791538162,10.05148073652,7.72017208626,8.05090466166,475.98,12.44,4.64,3.68,20.76,480.82,12.64,4.66,5.14,22.44,496.74,503.26,26.1,20.14,80.82,38.44,20
"148",42,956.74,25.2,9.4,8.66,43.26,7.902070722,107.5,58.92,5.45183406932,10.08689148566,7.75695811446,8.04413470728,475.84,12.54,4.66,3.7,20.9,480.9,12.66,4.74,4.96,22.36,496.74,503.26,26.52,20.7,80.98,38.22,20
"149",43,956.74,25.36,9.46,8.44,43.26,7.9193053593,105.74,60.82,5.46577518474,10.12073042364,7.79553134938,8.04004928976,475.66,12.64,4.74,3.7,21.08,481.08,12.72,4.72,4.74,22.18,496.74,503.26,25.32,20.8,80.42,40.02,20
"150",44,956.64,25.74,9.26,8.36,43.36,7.93822693092,104.14,59.82,5.48311191084,10.1538006737,7.83692031122,8.03678661666,475.34,12.96,4.72,3.72,21.4,481.3,12.78,4.54,4.64,21.96,496.74,503.26,25.08,21.18,79.06,38.64,20
"151",45,956.78,25.86,9.16,8.2,43.22,7.94817825164,110.52,58.48,5.49914382604,10.18760380004,7.86487811514,8.02878398104,475.22,13.08,4.76,3.68,21.52,481.56,12.78,4.4,4.52,21.7,496.74,503.26,25.92,21.16,84.6,37.32,20
"152",46,956.88,25.84,9.18,8.1,43.12,7.9628932064,107.18,61.34,5.5174843655,10.22231432696,7.89662663506,8.02686440828,474.94,13.38,4.7,3.72,21.8,481.94,12.46,4.48,4.38,21.32,496.74,503.26,25.38,21.56,81.8,39.78,20
"153",47,956.92,25.74,9.22,8.12,43.08,7.98218419868,107.28,61.54,5.53607982952,10.25867110736,7.931311085,8.03112022142,474.84,13.36,4.78,3.76,21.9,482.08,12.38,4.44,4.36,21.18,496.74,503.26,26,20.4,81.28,41.14,20
"154",48,957.04,25.6,9.3,8.06,42.96,7.9975238607,107.16,62.56,5.55354910856,10.2942661416,7.96193730664,8.03126017526,474.74,13.44,4.84,3.72,22,482.3,12.16,4.46,4.34,20.96,496.74,503.26,24.74,20.22,82.42,42.34,20
"155",49,957.32,25.52,9.28,7.88,42.68,8.01078901414,107.16,62.22,5.56775697556,10.32908462374,7.9901206278,8.02975489596,474.72,13.44,4.82,3.76,22.02,482.6,12.08,4.46,4.12,20.66,496.74,503.26,24.74,21.36,82.42,40.86,20
"156",50,957.36,25.6,9.3,7.74,42.64,8.0267680281,106.18,61.78,5.58688340678,10.36905795274,8.02158811966,8.03047919662,474.62,13.48,4.92,3.72,22.12,482.74,12.12,4.38,4.02,20.52,496.74,503.26,24.54,19.72,81.64,42.06,20
"157",51,957.24,25.72,9.5,7.54,42.76,8.03898865838,111.12,61.94,5.60335236322,10.40401250594,8.05349029294,8.02310168604,474.42,13.48,5.14,3.7,22.32,482.82,12.24,4.36,3.84,20.44,496.74,503.26,25.98,21.14,85.14,40.8,20
"158",52,956.96,25.92,9.66,7.46,43.04,8.05896427612,111.2,62.22,5.6171458148,10.44608189898,8.08789257626,8.02906758034,474.18,13.68,5.2,3.68,22.56,482.78,12.24,4.46,3.78,20.48,496.74,503.26,25.5,20.34,85.7,41.88,20
"159",53,956.72,26.38,9.54,7.36,43.28,8.0763362273,109.94,61.56,5.6351135011,10.4833694198,8.1254726946,8.02669502222,473.98,13.98,5.12,3.66,22.76,482.74,12.4,4.42,3.7,20.52,496.74,503.26,25.44,19.66,84.5,41.9,20
"160",54,956.7,26.32,9.58,7.4,43.3,8.09397902054,110.9,63.48,5.6545052165,10.52233676512,8.16454488948,8.02328973568,473.94,13.88,5.16,3.76,22.8,482.76,12.44,4.42,3.64,20.5,496.74,503.26,25.12,21.48,85.78,42,20
"161",55,956.88,26.28,9.6,7.24,43.12,8.10875102026,108.58,62.3,5.67243449134,10.56017149638,8.19604690294,8.02199972212,473.94,13.9,5.16,3.74,22.8,482.94,12.38,4.44,3.5,20.32,496.74,503.26,23.94,20.76,84.64,41.54,20
"162",56,956.54,26.44,9.74,7.28,43.46,8.12428209536,112.32,60.1,5.6899109046,10.59627041204,8.23161238296,8.01767536338,473.6,14.02,5.32,3.8,23.14,482.94,12.42,4.42,3.48,20.32,496.74,503.26,25.54,18.82,86.78,41.28,20
"163",57,956.46,26.76,9.58,7.2,43.54,8.1384037858,110.9,61.68,5.70547175292,10.6357075151,8.2664825447,8.01135210272,473.44,14.24,5.24,3.82,23.3,483.02,12.52,4.34,3.38,20.24,496.74,503.26,24.86,19.92,86.04,41.76,20
"164",58,956.46,26.88,9.56,7.1,43.54,8.15644404192,111.6,61.46,5.7242194237,10.6752052102,8.29574606872,8.01833215446,473.24,14.44,5.3,3.76,23.5,483.22,12.44,4.26,3.34,20.04,496.74,503.26,24.28,19.36,87.32,42.1,20
"165",59,956.34,26.96,9.64,7.06,43.66,8.17144352606,114.84,64.08,5.74346871364,10.7151002792,8.3279577064,8.01621784898,473.12,14.54,5.36,3.72,23.62,483.22,12.42,4.28,3.34,20.04,496.74,503.26,25.84,20.44,89,43.64,20
"166",60,956.34,27,9.58,7.08,43.66,8.1879161418,112.72,63.38,5.76200456076,10.7521628724,8.36168326844,8.01563408758,473.02,14.62,5.36,3.74,23.72,483.32,12.38,4.22,3.34,19.94,496.74,503.26,23.68,19.06,89.04,44.32,20
"167",61,956.46,27,9.58,6.96,43.54,8.2080939364,112.5,62.96,5.77825343742,10.7929222562,8.40448699122,8.0136505377,472.8,14.72,5.5,3.72,23.94,483.66,12.28,4.08,3.24,19.6,496.74,503.26,24.4,19.98,88.1,42.98,20
"168",62,956.36,27.08,9.7,6.86,43.64,8.22431878782,110.66,64.38,5.79727801154,10.836782639,8.43539372294,8.01540571538,472.7,14.76,5.58,3.7,24.04,483.66,12.32,4.12,3.16,19.6,496.74,503.26,22.86,19.62,87.8,44.76,20
"169",63,956.16,27.24,9.84,6.76,43.84,8.2423215004,113.32,61.06,5.81902398376,10.8797886404,8.46919652834,8.0179591354,472.4,14.96,5.68,3.7,24.34,483.76,12.28,4.16,3.06,19.5,496.74,503.26,24.64,18.02,88.68,43.04,20
"170",64,955.76,27.54,9.94,6.76,44.24,8.25589060502,115.78,63.02,5.83922486728,10.926667598,8.49890252776,8.0155070197,472.12,15.24,5.68,3.7,24.62,483.64,12.3,4.26,3.06,19.62,496.74,503.26,23.6,19.06,92.18,43.96,20
"171",65,955.68,27.54,9.96,6.82,44.32,8.27156058354,114.42,64.64,5.86107614818,10.9756168402,8.53766955018,8.00819405916,471.88,15.38,5.72,3.76,24.86,483.8,12.16,4.24,3.06,19.46,496.74,503.26,22.16,19.42,92.26,45.22,20
"172",66,955.52,27.62,10,6.86,44.48,8.28961034118,113.54,63.82,5.88058005116,11.023912488,8.57310893552,8.00923058462,471.66,15.54,5.76,3.78,25.08,483.86,12.08,4.24,3.08,19.4,496.74,503.26,22.94,17.48,90.6,46.34,20
"173",67,955.42,27.7,10.18,6.7,44.58,8.30746492418,117.12,64.88,5.9055192585,11.075820789,8.61063046004,8.00743584678,471.48,15.68,5.84,3.74,25.26,483.94,12.02,4.34,2.96,19.32,496.74,503.26,23.64,19.52,93.48,45.36,20
"174",68,955.28,27.98,10.12,6.62,44.72,8.32172503404,114.36,63.12,5.92549841858,11.1196298798,8.64859130708,7.99798039992,471.26,15.82,5.86,3.8,25.48,484.02,12.16,4.26,2.82,19.24,496.74,503.26,22.58,18.62,91.78,44.5,20
"175",69,955.04,28.24,10.02,6.7,44.96,8.33451674364,117.16,63.22,5.94971054662,11.1683702696,8.68087521062,7.9915781486,471,16.04,5.88,3.82,25.74,484.04,12.2,4.14,2.88,19.22,496.74,503.26,24.76,18.66,92.4,44.56,20
"176",70,954.96,28.24,10.12,6.68,45.04,8.35241519534,115.5,67.48,5.97224269628,11.2122285596,8.71565207094,7.99256663246,471,16.04,5.9,3.8,25.74,483.96,12.2,4.22,2.88,19.3,496.74,503.26,23.82,20.44,91.68,47.04,20
"177",71,954.88,28.3,10.1,6.72,45.12,8.36714281832,117.4,66.12,5.99059956614,11.2578612628,8.75394769752,7.98411812498,470.78,16.14,5.96,3.86,25.96,484.1,12.16,4.14,2.86,19.16,496.74,503.26,22.7,19.4,94.7,46.72,20
"178",72,954.36,28.56,10.38,6.7,45.64,8.38756434086,118.86,67.54,6.01088448222,11.3089700416,8.79538735638,7.983829278,470.4,16.28,6.16,3.9,26.34,483.96,12.28,4.22,2.8,19.3,496.74,503.26,23.38,19.58,95.48,47.96,20
"179",73,954.08,28.8,10.38,6.74,45.92,8.40993126708,118.68,64.94,6.03686047458,11.3648116718,8.83700270894,7.98722590446,470.2,16.44,6.2,3.9,26.54,483.88,12.36,4.18,2.84,19.38,496.74,503.26,23.14,17.7,95.54,47.24,20
"180",74,953.96,28.82,10.46,6.76,46.04,8.422717517,118.04,65.86,6.06178172848,11.4130869134,8.86376729038,7.98643129256,469.96,16.58,6.28,3.92,26.78,484,12.24,4.18,2.84,19.26,496.74,503.26,23.06,19.3,94.98,46.56,20
"181",75,953.74,28.96,10.54,6.76,46.26,8.44093938338,119.82,64.56,6.08643841086,11.465895738,8.90496574604,7.98198465078,469.58,16.84,6.36,3.96,27.16,484.16,12.12,4.18,2.8,19.1,496.74,503.26,22.9,18.1,96.92,46.46,20
"182",76,953.68,29,10.68,6.64,46.32,8.45077176262,118.62,67.1,6.11149520054,11.5137892814,8.9377067955,7.96900151206,469.22,17.08,6.44,4,27.52,484.46,11.92,4.24,2.64,18.8,496.74,503.26,21.88,19.6,96.74,47.5,20
"183",77,953.4,29.44,10.68,6.48,46.6,8.4650554845,119.74,67.62,6.13263671942,11.5674061884,8.97091574008,7.96441263652,468.84,17.48,6.46,3.96,27.9,484.56,11.96,4.22,2.52,18.7,496.74,503.26,23.3,18.8,96.44,48.82,20
"184",78,953.1,29.78,10.56,6.56,46.9,8.4868388775,121.3,67.36,6.15785721778,11.6257878578,9.01210217306,7.9669328292,468.42,17.86,6.46,4,28.32,484.68,11.92,4.1,2.56,18.58,496.74,503.26,21.5,18.58,99.8,48.78,20
"185",79,952.72,30.04,10.66,6.58,47.28,8.49853730942,119.92,67.7,6.18541796976,11.6810527162,9.04779907948,7.9550992002,468.08,18.16,6.5,4,28.66,484.64,11.88,4.16,2.58,18.62,496.74,503.26,22.66,19.42,97.26,48.28,20
"186",80,952.3,30.26,10.86,6.58,47.7,8.51351609966,122.6,68.38,6.21364980784,11.742083652,9.0869762865,7.94609076832,467.68,18.32,6.72,4.02,29.06,484.62,11.94,4.14,2.56,18.64,496.74,503.26,21.8,19,100.8,49.38,20
"187",81,952,30.32,11,6.68,48,8.53297063896,119.92,67.56,6.23695569526,11.800338194,9.11981883914,7.9520314668,467.4,18.48,6.76,4.1,29.34,484.6,11.84,4.24,2.58,18.66,496.74,503.26,22.1,18.4,97.82,49.16,20
"188",82,951.46,30.84,11.08,6.62,48.54,8.54915982034,121.96,68.9,6.26904224386,11.8630886632,9.1566771037,7.94767522004,466.94,18.82,6.88,4.1,29.8,484.52,12.02,4.2,2.52,18.74,496.74,503.26,21.72,18.22,100.24,50.68,20
"189",83,951.2,30.94,11.26,6.6,48.8,8.56790527898,122.46,69.3,6.29657022692,11.9213594926,9.19484577134,7.94719240268,466.56,19.02,7.06,4.1,30.18,484.64,11.92,4.2,2.5,18.62,496.74,503.26,20.7,18.16,101.76,51.14,20
"190",84,951.2,30.7,11.4,6.7,48.8,8.58537147422,122.66,69.5,6.32626392696,11.9809308388,9.23025455058,7.94705795078,466.48,18.86,7.18,4.22,30.26,484.72,11.84,4.22,2.48,18.54,496.74,503.26,22.4,18.88,100.26,50.62,20
"191",85,951.02,30.94,11.38,6.66,48.98,8.60203599302,122.74,69.72,6.35750119116,12.048069656,9.26385180022,7.94707935522,466.42,19.04,7.08,4.2,30.32,484.6,11.9,4.3,2.46,18.66,496.74,503.26,21.54,17.24,101.2,52.48,20
"192",86,950.76,31.12,11.38,6.74,49.24,8.61546251188,127.38,70.28,6.38581846568,12.1100109608,9.29799404698,7.94005528192,466.04,19.32,7.12,4.26,30.7,484.72,11.8,4.26,2.48,18.54,496.74,503.26,22.24,18.18,105.14,52.1,20
"193",87,950.5,31.28,11.44,6.78,49.5,8.63221924706,126.96,70.04,6.4180287939,12.171697132,9.33796438144,7.93387434308,465.76,19.34,7.34,4.3,30.98,484.74,11.94,4.1,2.48,18.52,496.74,503.26,21.02,18.78,105.94,51.26,20
"194",88,950.04,31.68,11.44,6.84,49.96,8.65311245216,126.82,70.36,6.44791600828,12.226986245,9.37755517172,7.93658625256,465.36,19.6,7.38,4.4,31.38,484.68,12.08,4.06,2.44,18.58,496.74,503.26,21.96,17.58,104.86,52.78,20
"195",89,949.7,31.96,11.48,6.86,50.3,8.66995464296,127.32,68.58,6.48038477124,12.2927566752,9.41554773256,7.93259769002,464.92,19.92,7.42,4.48,31.82,484.78,12.04,4.06,2.38,18.48,496.74,503.26,20.7,17.18,106.62,51.4,20
"196",90,949.56,31.96,11.64,6.84,50.44,8.68325820316,128.34,68.66,6.51374673024,12.3599601452,9.4489986419,7.92572489514,464.68,20,7.56,4.5,32.06,484.88,11.96,4.08,2.34,18.38,496.74,503.26,21.08,17.16,107.26,51.5,20
"197",91,949.22,32.06,11.86,6.86,50.78,8.69495121074,126.54,73.98,6.54468824778,12.4227525494,9.4823031764,7.91579137654,464.2,20.32,7.68,4.54,32.54,485.02,11.74,4.18,2.32,18.24,496.74,503.26,21.12,18.18,105.42,55.8,20
"198",92,948.9,32.24,11.92,6.94,51.1,8.71146552118,131.74,71.86,6.58232953752,12.492704442,9.51694983546,7.914415525,463.96,20.4,7.8,4.58,32.78,484.94,11.84,4.12,2.36,18.32,496.74,503.26,21.7,17.1,110.04,54.76,20
"199",93,948.8,32.22,12,6.98,51.2,8.7224798163,131.84,69.12,6.620040526,12.5697954372,9.55279802142,7.90099586282,463.72,20.48,7.94,4.6,33.02,485.08,11.74,4.06,2.38,18.18,496.74,503.26,21.58,16.78,110.26,52.34,20
"200",94,948.52,32.36,12.12,7,51.48,8.73594340126,131.18,72.7,6.65491908346,12.6426008116,9.5885243966,7.89233541236,463.36,20.7,8.02,4.66,33.38,485.16,11.66,4.1,2.34,18.1,496.74,503.26,21.12,17.42,110.06,55.28,20
"201",95,947.8,32.92,12.22,7.06,52.2,8.75180293332,129.46,73.8,6.69390739702,12.7179328162,9.62676403226,7.8862968844,462.74,21.14,8.12,4.74,34,485.06,11.78,4.1,2.32,18.2,496.74,503.26,19.84,18.14,109.62,55.66,20
"202",96,947.36,33.26,12.36,7.02,52.64,8.77213562132,130.84,73.14,6.72882363558,12.788270916,9.66211117626,7.89183368564,462.42,21.3,8.32,4.7,34.32,484.94,11.96,4.04,2.32,18.32,496.74,503.26,20.82,17.14,110.02,56,20
"203",97,947.14,33.42,12.44,7,52.86,8.78851196016,132,73.32,6.76634582896,12.8631917448,9.69601848958,7.89080499392,462.32,21.28,8.44,4.7,34.42,484.82,12.14,4,2.3,18.44,496.74,503.26,20.58,18.28,111.42,55.04,20
"204",98,946.8,33.6,12.56,7.04,53.2,8.81050375898,131.7,74.24,6.80195284914,12.9314197074,9.738554833,7.89241912538,461.92,21.56,8.5,4.76,34.82,484.88,12.04,4.06,2.28,18.38,496.74,503.26,20.14,16.94,111.56,57.3,20
"205",99,946.52,33.74,12.72,7.02,53.48,8.82555630942,134.06,72.48,6.83853011066,13.0052118262,9.77065705278,7.89065723966,461.6,21.72,8.6,4.82,35.14,484.92,12.02,4.12,2.2,18.34,496.74,503.26,20.78,16.44,113.28,56.04,20
"206",100,946.2,33.82,12.84,7.14,53.8,8.8405678113,133.94,74.42,6.88105466666,13.0883443434,9.80710356044,7.88418871962,461.36,21.78,8.64,4.96,35.38,484.84,12.04,4.2,2.18,18.42,496.74,503.26,19.52,16.64,114.42,57.78,20
