[run number],initial-people,environment,healthy-treatment-chance-men,healthy-treatment-chance-women,dep-treatment-chance-men,dep-treatment-chance-women,[step],"count turtles with [ severity = ""No Depression"" ]","count turtles with [ severity = ""Mild Depression"" ]","count turtles with [ severity = ""Moderate Depression"" ]","count turtles with [ severity = ""Severe Depression"" ]","count turtles with [ severity != ""No Depression"" ]",mean [ dep-score ] of turtles,count turtles with [ treatment? ],count turtles with [ talks? ],mean [ prob-of-talking ] of turtles,mean [ prob-of-treatment ] of turtles,"mean [ dep-score ] of turtles with [ gender? = ""male"" ]","mean [ dep-score ] of turtles with [ gender? = ""female"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""male"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""male"" ]","count turtles with [ severity = ""No Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Mild Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Moderate Depression"" and gender? = ""female"" ]","count turtles with [ severity = ""Severe Depression"" and gender? = ""female"" ]","count turtles with [ severity != ""No Depression"" and gender? = ""female"" ]","count turtles with [ gender? = ""male"" ]","count turtles with [ gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""female"" ]","count turtles with [ talks? = TRUE and gender? = ""male"" ]","count turtles with [ treatment? = TRUE and gender? = ""female"" ]","count turtles with [ treatment? = TRUE and gender? = ""male"" ]"
44,1000,10,5.13,10.3,18,37,27,955,27,7,11,45,7.655410052,102,41,2.563289184,8.872369875,7.294236391,8.074309094,513,17,5,2,24,442,10,2,9,21,537,463,27,14,68,34
47,1000,10,5.13,10.3,18,37,11,952,28,12,8,48,7.159559244,88,23,2.475512435,8.715590821,6.825244053,7.523188085,493,17,6,5,28,459,11,6,3,20,521,479,13,10,51,37
40,1000,10,5.13,10.3,18,37,59,955,37,5,3,45,8.528243696,86,43,2.72731177,9.342534377,8.887556254,8.178852984,467,19,4,3,26,488,18,1,0,19,493,507,28,15,68,18
45,1000,10,5.13,10.3,18,37,23,958,16,15,11,42,7.486041097,88,25,2.577308273,9.169981011,7.161987797,7.816640928,488,5,8,4,17,470,11,7,7,25,505,495,14,11,54,34
43,1000,10,5.13,10.3,18,37,29,952,23,11,14,48,8.007039471,93,26,2.575457715,9.339211281,8.075071398,7.936795123,483,13,6,6,25,469,10,5,8,23,508,492,16,10,70,23
42,1000,10,5.13,10.3,18,37,30,956,27,8,9,44,7.405221854,98,35,2.615334648,9.076326322,7.114952169,7.697823022,482,13,2,5,20,474,14,6,4,24,502,498,21,14,80,18
46,1000,10,5.13,10.3,18,37,18,936,34,14,16,64,7.789286148,103,26,2.679489529,9.584699917,7.197756651,8.414895533,484,17,8,5,30,452,17,6,11,34,514,486,12,14,67,36
44,1000,10,5.13,10.3,18,37,28,954,28,7,11,46,7.689071661,131,31,2.567627059,8.892465474,7.341385063,8.09232804,512,18,5,2,25,442,10,2,9,21,537,463,14,17,85,46
41,1000,10,5.13,10.3,18,37,33,960,26,7,7,40,7.61982617,111,29,2.560687969,9.213521265,7.221013747,8.026695409,487,11,4,3,18,473,15,3,4,22,505,495,19,10,77,34
47,1000,10,5.13,10.3,18,37,12,952,27,13,8,48,7.18942863,86,42,2.498162092,8.748127433,6.877040924,7.529207326,493,16,7,5,28,459,11,6,3,20,521,479,22,20,52,34
45,1000,10,5.13,10.3,18,37,24,959,16,14,11,41,7.469254869,108,32,2.578550079,9.166421023,7.180921154,7.763413506,488,6,7,4,17,471,10,7,7,24,505,495,18,14,76,32
40,1000,10,5.13,10.3,18,37,60,954,37,6,3,46,8.55451334,98,30,2.731456705,9.363476361,8.968788168,8.151678053,465,20,5,3,28,489,17,1,0,18,493,507,15,15,70,28
43,1000,10,5.13,10.3,18,37,30,954,23,11,12,46,7.999082675,87,27,2.588340181,9.340790938,8.0708489,7.924982589,484,13,6,5,24,470,10,5,7,22,508,492,13,14,67,20
42,1000,10,5.13,10.3,18,37,31,955,28,7,10,45,7.449120299,100,28,2.609117281,9.088102,7.150475486,7.750163866,482,13,2,5,20,473,15,5,5,25,502,498,17,11,73,27
46,1000,10,5.13,10.3,18,37,19,937,33,15,15,63,7.777982314,114,35,2.693716551,9.595669883,7.194688115,8.39488194,485,15,9,5,29,452,18,6,10,34,514,486,17,18,69,45
44,1000,10,5.13,10.3,18,37,29,954,27,9,10,46,7.713946244,105,32,2.575989208,8.93962552,7.347916448,8.138477563,512,18,6,1,25,442,9,3,9,21,537,463,21,11,70,35
41,1000,10,5.13,10.3,18,37,34,960,26,7,7,40,7.654275046,97,31,2.569508499,9.213395413,7.282522836,8.033537402,487,11,4,3,18,473,15,3,4,22,505,495,13,18,68,29
47,1000,10,5.13,10.3,18,37,13,954,26,12,8,46,7.217934372,90,34,2.486998751,8.747608499,6.915469421,7.546920259,495,15,6,5,26,459,11,6,3,20,521,479,20,14,54,36
45,1000,10,5.13,10.3,18,37,25,959,16,14,11,41,7.487395048,100,34,2.577373362,9.169752477,7.20843021,7.771995539,488,6,7,4,17,471,10,7,7,24,505,495,20,14,78,22
40,1000,10,5.13,10.3,18,37,61,955,35,7,3,45,8.618806124,94,31,2.732740765,9.396009086,9.046211449,8.203202919,465,19,6,3,28,490,16,1,0,17,493,507,22,9,62,32
43,1000,10,5.13,10.3,18,37,31,956,21,11,12,44,7.964326291,104,34,2.585854731,9.357696667,8.055153745,7.870545098,486,11,6,5,22,470,10,5,7,22,508,492,22,12,67,37
42,1000,10,5.13,10.3,18,37,32,956,27,7,10,44,7.471519309,103,33,2.604324749,9.100834045,7.206992391,7.738170942,482,13,2,5,20,474,14,5,5,24,502,498,20,13,73,30
46,1000,10,5.13,10.3,18,37,20,939,33,14,14,61,7.770785236,104,24,2.693396038,9.614897672,7.181371962,8.394156477,485,16,9,4,29,454,17,5,10,32,514,486,13,11,68,36
44,1000,10,5.13,10.3,18,37,30,956,26,9,9,44,7.703573665,80,36,2.575188524,8.942577237,7.356027329,8.106667364,512,18,6,1,25,444,8,3,8,19,537,463,21,15,52,28
41,1000,10,5.13,10.3,18,37,35,960,26,7,7,40,7.704127992,100,30,2.566545549,9.221574403,7.275562484,8.141351388,487,11,4,3,18,473,15,3,4,22,505,495,14,16,69,31
47,1000,10,5.13,10.3,18,37,14,953,27,12,8,47,7.249401645,94,32,2.482720008,8.738086419,6.927541499,7.599483349,495,15,6,5,26,458,12,6,3,21,521,479,14,18,58,36
45,1000,10,5.13,10.3,18,37,26,959,16,14,11,41,7.48828783,104,33,2.590438706,9.150323055,7.200454482,7.781935992,488,6,7,4,17,471,10,7,7,24,505,495,15,18,70,34
40,1000,10,5.13,10.3,18,37,62,954,36,7,3,46,8.647728372,112,40,2.73019712,9.432517806,9.107057169,8.20108321,465,19,6,3,28,489,17,1,0,18,493,507,30,10,70,42
42,1000,10,5.13,10.3,18,37,33,957,27,7,9,43,7.470529927,97,41,2.614273525,9.110709614,7.25222269,7.690590635,482,13,2,5,20,475,14,5,4,23,502,498,28,13,73,24
43,1000,10,5.13,10.3,18,37,32,956,21,11,12,44,7.956684229,92,29,2.601500442,9.365202519,8.055654335,7.854495582,486,11,6,5,22,470,10,5,7,22,508,492,17,12,63,29
46,1000,10,5.13,10.3,18,37,21,940,32,13,15,60,7.787481978,94,33,2.692023348,9.645795243,7.203115287,8.405515885,485,16,9,4,29,455,16,4,11,31,514,486,22,11,57,37
44,1000,10,5.13,10.3,18,37,31,956,26,10,8,44,7.708625351,110,31,2.571298278,8.955971034,7.397415985,8.069574444,512,17,7,1,25,444,9,3,7,19,537,463,17,14,71,39
41,1000,10,5.13,10.3,18,37,36,961,26,7,6,39,7.717367295,103,32,2.559854151,9.247065713,7.319405754,8.123368463,488,11,4,2,17,473,15,3,4,22,505,495,17,15,71,32
47,1000,10,5.13,10.3,18,37,15,952,29,12,7,48,7.285242305,88,28,2.483407873,8.716630427,6.975267817,7.622396183,494,16,6,5,27,458,13,6,2,21,521,479,16,12,58,30
45,1000,10,5.13,10.3,18,37,27,961,14,14,11,39,7.510780093,99,18,2.590234361,9.154051014,7.204071952,7.823684358,489,6,6,4,16,472,8,8,7,23,505,495,8,10,67,32
40,1000,10,5.13,10.3,18,37,63,951,39,7,3,49,8.672686167,102,38,2.726360579,9.455343194,9.122432739,8.235358633,464,20,6,3,29,487,19,1,0,20,493,507,19,19,74,28
42,1000,10,5.13,10.3,18,37,34,957,27,7,9,43,7.494533181,101,36,2.63856602,9.129853093,7.282197223,7.70857465,482,13,2,5,20,475,14,5,4,23,502,498,21,15,72,29
43,1000,10,5.13,10.3,18,37,33,958,20,10,12,42,7.945608437,111,32,2.602375835,9.377814613,8.056606507,7.831000674,487,10,6,5,21,471,10,4,7,21,508,492,21,11,69,42
46,1000,10,5.13,10.3,18,37,22,940,33,13,14,60,7.780974348,109,34,2.687351185,9.651978412,7.172452272,8.424555308,485,17,9,3,29,455,16,4,11,31,514,486,21,13,73,36
44,1000,10,5.13,10.3,18,37,32,956,24,12,8,44,7.761255274,88,37,2.565276555,8.972307388,7.441590543,8.132011129,512,17,7,1,25,444,7,5,7,19,537,463,18,19,63,25
47,1000,10,5.13,10.3,18,37,16,951,30,11,8,49,7.333060602,92,38,2.479689252,8.723052464,7.021613269,7.671816469,494,16,6,5,27,457,14,5,3,22,521,479,20,18,55,37
41,1000,10,5.13,10.3,18,37,37,960,27,7,6,40,7.754940373,85,35,2.552301823,9.246614696,7.377624237,8.139879057,487,12,4,2,18,473,15,3,4,22,505,495,23,12,53,32
45,1000,10,5.13,10.3,18,37,28,961,14,13,12,39,7.527681939,95,21,2.59893773,9.151958881,7.21779979,7.843824333,489,6,6,4,16,472,8,7,8,23,505,495,14,7,65,30
40,1000,10,5.13,10.3,18,37,64,951,37,9,3,49,8.705015066,96,42,2.731573811,9.466781824,9.129248784,8.29249589,464,20,6,3,29,487,17,3,0,20,493,507,25,17,70,26
42,1000,10,5.13,10.3,18,37,35,960,25,7,8,40,7.488141492,96,40,2.643488422,9.174151656,7.30352331,7.674242551,483,12,2,5,19,477,13,5,3,21,502,498,18,22,71,25
46,1000,10,5.13,10.3,18,37,23,941,34,13,12,59,7.762606911,115,26,2.692697852,9.6633755,7.22827819,8.327720003,486,16,9,3,28,455,18,4,9,31,514,486,19,7,76,39
44,1000,10,5.13,10.3,18,37,33,955,25,12,8,45,7.779202058,95,35,2.572483657,9.001687473,7.472726581,8.134660656,511,18,7,1,26,444,7,5,7,19,537,463,22,13,66,29
43,1000,10,5.13,10.3,18,37,34,958,19,10,13,42,7.944704211,114,33,2.602570447,9.396064235,8.072548637,7.812702241,487,10,5,6,21,471,9,5,7,21,508,492,15,18,80,34
47,1000,10,5.13,10.3,18,37,17,952,29,11,8,48,7.396971479,108,27,2.458390898,8.732518506,7.112573939,7.706305756,494,16,6,5,27,458,13,5,3,21,521,479,11,16,76,32
41,1000,10,5.13,10.3,18,37,38,961,27,6,6,39,7.732454405,111,37,2.552809479,9.25500004,7.429352987,8.041679084,486,13,4,2,19,475,14,2,4,20,505,495,20,17,82,29
45,1000,10,5.13,10.3,18,37,29,960,15,13,12,40,7.568067931,86,36,2.60072777,9.167388021,7.244769633,7.897897507,489,6,6,4,16,471,9,7,8,24,505,495,16,20,55,31
42,1000,10,5.13,10.3,18,37,36,960,24,8,8,40,7.513872718,105,25,2.647386756,9.18594676,7.348299577,7.680775763,483,11,3,5,19,477,13,5,3,21,502,498,15,10,74,31
40,1000,10,5.13,10.3,18,37,65,952,36,9,3,48,8.726739211,97,33,2.734672642,9.466341381,9.16365304,8.301890063,464,20,6,3,29,488,16,3,0,19,493,507,17,16,74,23
44,1000,10,5.13,10.3,18,37,34,956,25,11,8,44,7.789891289,102,28,2.590727154,9.02253666,7.489758435,8.137993541,511,18,7,1,26,445,7,4,7,18,537,463,12,16,69,33
46,1000,10,5.13,10.3,18,37,24,941,34,13,12,59,7.783035957,94,41,2.702010601,9.68422177,7.268521131,8.327193612,485,17,9,3,29,456,17,4,9,30,514,486,27,14,73,21
43,1000,10,5.13,10.3,18,37,35,957,20,10,13,43,7.925913935,102,31,2.625414535,9.387287957,8.054938416,7.792693537,487,10,5,6,21,470,10,5,7,22,508,492,13,18,76,26
47,1000,10,5.13,10.3,18,37,18,951,29,12,8,49,7.450233604,83,33,2.444906268,8.726442734,7.18246888,7.741476654,494,15,7,5,27,457,14,5,3,22,521,479,15,18,50,33
41,1000,10,5.13,10.3,18,37,39,959,29,6,6,41,7.7350188,90,25,2.544076358,9.277048329,7.450146037,8.025646568,484,15,4,2,21,475,14,2,4,20,505,495,13,12,61,29
45,1000,10,5.13,10.3,18,37,30,962,15,11,12,38,7.551670307,96,42,2.627647817,9.173093447,7.240975755,7.868641517,489,6,6,4,16,473,9,5,8,22,505,495,23,19,70,26
42,1000,10,5.13,10.3,18,37,37,961,24,7,8,39,7.553221731,104,32,2.643866108,9.195715857,7.390998873,7.716747584,483,11,3,5,19,478,13,4,3,20,502,498,18,14,85,19
44,1000,10,5.13,10.3,18,37,35,956,25,11,8,44,7.834625639,117,31,2.57590994,9.02572053,7.551617675,8.162865977,511,18,7,1,26,445,7,4,7,18,537,463,16,15,78,39
46,1000,10,5.13,10.3,18,37,25,940,34,14,12,60,7.808236585,98,43,2.708544033,9.689565519,7.326946426,8.317255395,484,17,10,3,30,456,17,4,9,30,514,486,21,22,69,29
40,1000,10,5.13,10.3,18,37,66,952,36,9,3,48,8.757047154,89,34,2.731043211,9.489159054,9.206919157,8.319597652,464,20,6,3,29,488,16,3,0,19,493,507,23,11,57,32
43,1000,10,5.13,10.3,18,37,36,956,20,11,13,44,7.953066514,104,33,2.625236063,9.377820254,8.097203937,7.804241695,486,10,6,6,22,470,10,5,7,22,508,492,25,8,79,25
47,1000,10,5.13,10.3,18,37,19,951,27,14,8,49,7.541104709,90,27,2.461975955,8.730276432,7.26087616,7.845904447,494,13,9,5,27,457,14,5,3,22,521,479,15,12,60,30
41,1000,10,5.13,10.3,18,37,40,959,28,6,7,41,7.772491609,110,31,2.55186406,9.28326674,7.497838141,8.052693632,484,14,4,3,21,475,14,2,4,20,505,495,18,13,86,24
45,1000,10,5.13,10.3,18,37,31,962,16,12,10,38,7.537716258,99,29,2.623813431,9.185481834,7.231451003,7.85016869,489,6,6,4,16,473,10,6,6,22,505,495,17,12,67,32
42,1000,10,5.13,10.3,18,37,38,958,27,7,8,42,7.580997629,91,27,2.636451539,9.225857016,7.44512478,7.717961827,482,12,3,5,20,476,15,4,3,22,502,498,16,11,62,29
44,1000,10,5.13,10.3,18,37,36,956,25,11,8,44,7.86206831,83,38,2.574474708,9.052145655,7.589376651,8.178343517,511,18,7,1,26,445,7,4,7,18,537,463,20,18,65,18
46,1000,10,5.13,10.3,18,37,26,941,33,14,12,59,7.825670896,93,33,2.686922875,9.703977726,7.363377743,8.314598223,484,16,11,3,30,457,17,3,9,29,514,486,18,15,66,27
40,1000,10,5.13,10.3,18,37,67,953,35,9,3,47,8.765547153,107,38,2.740128567,9.511209885,9.196013992,8.346966972,465,19,6,3,28,488,16,3,0,19,493,507,23,15,72,35
43,1000,10,5.13,10.3,18,37,37,956,20,11,13,44,7.989160989,98,35,2.628570975,9.37734875,8.141913604,7.831440808,486,10,6,6,22,470,10,5,7,22,508,492,25,10,65,33
47,1000,10,5.13,10.3,18,37,20,952,27,13,8,48,7.575577146,87,38,2.475359597,8.782213391,7.330090304,7.842588931,494,13,9,5,27,458,14,4,3,21,521,479,17,21,56,31
41,1000,10,5.13,10.3,18,37,41,960,26,7,7,40,7.800709666,81,37,2.573547019,9.304062645,7.543673341,8.062938644,484,14,4,3,21,476,12,3,4,19,505,495,21,16,59,22
42,1000,10,5.13,10.3,18,37,39,959,26,7,8,41,7.617196508,114,28,2.631993899,9.247569731,7.492331029,7.743064922,482,12,3,5,20,477,14,4,3,21,502,498,15,13,81,33
45,1000,10,5.13,10.3,18,37,32,961,17,12,10,39,7.547049043,106,32,2.642338986,9.203568233,7.271649325,7.828012391,488,7,6,4,17,473,10,6,6,22,505,495,14,18,79,27
44,1000,10,5.13,10.3,18,37,37,957,24,12,7,43,7.881650267,80,35,2.594337822,9.070225613,7.647171232,8.153605433,511,18,7,1,26,446,6,5,6,17,537,463,23,12,51,29
46,1000,10,5.13,10.3,18,37,27,943,31,14,12,57,7.839841784,94,32,2.70179594,9.729795936,7.364148866,8.342940878,486,14,11,3,28,457,17,3,9,29,514,486,17,15,67,27
43,1000,10,5.13,10.3,18,37,38,956,19,12,13,44,8.018752613,100,39,2.641925682,9.413141736,8.158697109,7.874257076,486,9,7,6,22,470,10,5,7,22,508,492,25,14,73,27
40,1000,10,5.13,10.3,18,37,68,952,36,8,4,48,8.786875333,97,33,2.747023521,9.524637458,9.23394324,8.352152496,464,20,5,4,29,488,16,3,0,19,493,507,21,12,72,25
47,1000,10,5.13,10.3,18,37,21,953,27,12,8,47,7.604552541,93,27,2.470796076,8.774272724,7.376119723,7.853014959,495,13,8,5,26,458,14,4,3,21,521,479,14,13,58,35
42,1000,10,5.13,10.3,18,37,40,960,26,6,8,40,7.632010165,101,34,2.629528139,9.264068534,7.541174842,7.72357509,482,12,3,5,20,478,14,3,3,20,502,498,18,16,68,33
41,1000,10,5.13,10.3,18,37,42,961,27,5,7,39,7.843926775,99,31,2.572758102,9.300240889,7.609843556,8.082738947,484,14,4,3,21,477,13,1,4,18,505,495,19,12,75,24
45,1000,10,5.13,10.3,18,37,33,962,17,12,9,38,7.569018777,102,35,2.653144665,9.247941753,7.302172935,7.841255444,488,7,6,4,17,474,10,6,5,21,505,495,23,12,70,32
44,1000,10,5.13,10.3,18,37,38,958,23,12,7,42,7.909969861,78,28,2.609469274,9.087860323,7.70292504,8.15010608,512,17,7,1,25,446,6,5,6,17,537,463,15,13,55,23
46,1000,10,5.13,10.3,18,37,28,945,28,16,11,55,7.889224402,100,34,2.702897942,9.730072679,7.444862681,8.359187209,486,12,13,3,28,459,16,3,8,27,514,486,19,15,72,28
43,1000,10,5.13,10.3,18,37,39,955,20,13,12,45,8.009973864,83,34,2.658653226,9.433398279,8.151956252,7.863374163,485,10,8,5,23,470,10,5,7,22,508,492,22,12,68,15
47,1000,10,5.13,10.3,18,37,22,955,24,13,8,45,7.618026913,90,30,2.47619957,8.797499127,7.426110857,7.826770681,495,13,8,5,26,460,11,5,3,19,521,479,22,8,67,23
40,1000,10,5.13,10.3,18,37,69,953,35,8,4,47,8.81079801,104,29,2.741083401,9.530277284,9.304471968,8.330756074,464,19,6,4,29,489,16,2,0,18,493,507,22,7,80,24
42,1000,10,5.13,10.3,18,37,41,960,25,7,8,40,7.640108795,97,33,2.621363355,9.272896365,7.552072419,7.72885229,482,11,4,5,20,478,14,3,3,20,502,498,17,16,67,30
44,1000,10,5.13,10.3,18,37,39,958,23,12,7,42,7.913619205,102,33,2.609204728,9.100602222,7.707865397,8.152258071,512,17,7,1,25,446,6,5,6,17,537,463,17,16,62,40
41,1000,10,5.13,10.3,18,37,43,960,29,4,7,40,7.891016199,95,49,2.60793236,9.30372875,7.684532385,8.101671403,484,14,4,3,21,476,15,0,4,19,505,495,26,23,65,30
45,1000,10,5.13,10.3,18,37,34,961,18,12,9,39,7.624437567,91,26,2.640904631,9.25534498,7.34543883,7.909072641,487,8,6,4,18,474,10,6,5,21,505,495,17,9,53,38
46,1000,10,5.13,10.3,18,37,29,948,26,14,12,52,7.899048664,89,35,2.690242889,9.737184048,7.458741533,8.364723284,487,12,12,3,27,461,14,2,9,25,514,486,20,15,60,29
43,1000,10,5.13,10.3,18,37,40,955,20,13,12,45,8.037114604,81,28,2.675091895,9.453474141,8.181291535,7.888248992,485,10,8,5,23,470,10,5,7,22,508,492,16,12,58,23
47,1000,10,5.13,10.3,18,37,23,957,23,12,8,43,7.635150516,74,32,2.471168026,8.80158753,7.49380388,7.788890802,495,13,7,6,26,462,10,5,2,17,521,479,21,11,52,22
42,1000,10,5.13,10.3,18,37,42,959,27,6,8,41,7.659164244,90,30,2.59589908,9.273633424,7.583155062,7.735783941,481,12,4,5,21,478,15,2,3,20,502,498,19,11,73,17
40,1000,10,5.13,10.3,18,37,70,951,37,8,4,49,8.836433496,115,37,2.743754303,9.535528877,9.352375195,8.334738708,463,20,6,4,30,488,17,2,0,19,493,507,23,14,84,31
44,1000,10,5.13,10.3,18,37,40,959,24,12,5,41,7.921854127,114,30,2.61671626,9.11816755,7.776453722,8.090493473,512,17,7,1,25,447,7,5,4,16,537,463,17,13,92,22
41,1000,10,5.13,10.3,18,37,44,960,29,4,7,40,7.906547746,96,22,2.608991522,9.299824183,7.718287058,8.09861168,484,14,4,3,21,476,15,0,4,19,505,495,18,4,72,24
46,1000,10,5.13,10.3,18,37,30,948,26,14,12,52,7.902946796,98,27,2.686408996,9.721124254,7.472016302,8.358704562,487,12,12,3,27,461,14,2,9,25,514,486,18,9,64,34
45,1000,10,5.13,10.3,18,37,35,962,18,12,8,38,7.628913974,107,24,2.661368555,9.249885261,7.402033531,7.860377861,487,8,6,4,18,475,10,6,4,20,505,495,11,13,73,34
43,1000,10,5.13,10.3,18,37,41,955,21,12,12,45,8.078646906,96,39,2.674022828,9.473107223,8.22141998,7.931230806,484,11,7,6,24,471,10,5,6,21,508,492,18,21,71,25
47,1000,10,5.13,10.3,18,37,24,957,24,11,8,43,7.658771634,86,25,2.480045799,8.830249311,7.51912363,7.810664349,496,13,6,6,25,461,11,5,2,18,521,479,17,8,62,24
42,1000,10,5.13,10.3,18,37,43,958,28,6,8,42,7.695324235,124,29,2.607030448,9.280309374,7.635703968,7.755423381,480,13,4,5,22,478,15,2,3,20,502,498,18,11,88,36
44,1000,10,5.13,10.3,18,37,41,961,23,11,5,39,7.910166825,117,29,2.620896591,9.129541751,7.809532621,8.026885113,512,17,7,1,25,449,6,4,4,14,537,463,14,15,83,34
40,1000,10,5.13,10.3,18,37,71,951,37,8,4,49,8.868016294,101,33,2.743483798,9.545469857,9.378397018,8.371728922,463,20,6,4,30,488,17,2,0,19,493,507,23,10,69,32
46,1000,10,5.13,10.3,18,37,31,947,26,15,12,53,7.978392209,108,30,2.694043503,9.726193874,7.531644089,8.450878905,487,11,13,3,27,460,15,2,9,26,514,486,18,12,73,35
41,1000,10,5.13,10.3,18,37,45,961,29,4,6,39,7.965024369,108,33,2.616631461,9.295122184,7.755503622,8.178777857,485,14,4,2,20,476,15,0,4,19,505,495,13,20,68,40
45,1000,10,5.13,10.3,18,37,36,961,19,12,8,39,7.638335806,111,29,2.635086129,9.277270208,7.426146033,7.854812242,487,8,6,4,18,474,11,6,4,21,505,495,14,15,76,35
47,1000,10,5.13,10.3,18,37,25,957,24,9,10,43,7.674550078,80,30,2.485766321,8.82537518,7.530841608,7.830859291,496,13,6,6,25,461,11,3,4,18,521,479,13,17,46,34
42,1000,10,5.13,10.3,18,37,44,957,28,7,8,43,7.710119207,109,31,2.622903482,9.288406859,7.716073996,7.704116588,480,12,5,5,22,477,16,2,3,21,502,498,20,11,77,32
43,1000,10,5.13,10.3,18,37,42,956,20,12,12,44,8.052748974,108,30,2.697140585,9.478101083,8.165958159,7.935858189,485,10,7,6,23,471,10,5,6,21,508,492,18,12,75,33
44,1000,10,5.13,10.3,18,37,42,961,22,12,5,39,7.928946482,99,30,2.645710303,9.162980493,7.851954397,8.018243997,512,16,8,1,25,449,6,4,4,14,537,463,19,11,70,29
46,1000,10,5.13,10.3,18,37,32,949,26,14,11,51,7.958543234,106,30,2.686771087,9.723588055,7.522523918,8.419683004,488,11,12,3,26,461,15,2,8,25,514,486,21,9,75,31
40,1000,10,5.13,10.3,18,37,72,952,37,7,4,48,8.902189915,114,39,2.767386035,9.572887431,9.392482355,8.425436122,464,20,5,4,29,488,17,2,0,19,493,507,25,14,83,31
41,1000,10,5.13,10.3,18,37,46,961,29,4,6,39,7.972896294,116,47,2.618380093,9.3094057,7.773651496,8.17616624,485,14,4,2,20,476,15,0,4,19,505,495,27,20,79,37
45,1000,10,5.13,10.3,18,37,37,960,20,12,8,40,7.672223662,95,35,2.644192639,9.298471419,7.454302843,7.894546921,486,9,6,4,19,474,11,6,4,21,505,495,25,10,65,30
42,1000,10,5.13,10.3,18,37,45,955,30,6,9,45,7.750545939,97,22,2.631526276,9.309983339,7.763440163,7.737548147,479,13,4,6,23,476,17,2,3,22,502,498,13,9,70,27
47,1000,10,5.13,10.3,18,37,26,957,24,9,10,43,7.680194408,98,35,2.490059478,8.819858689,7.556645132,7.814576814,496,13,6,6,25,461,11,3,4,18,521,479,21,14,61,37
43,1000,10,5.13,10.3,18,37,43,957,18,13,12,43,8.062975989,93,35,2.721212815,9.484357268,8.211499952,7.909621978,485,10,7,6,23,472,8,6,6,20,508,492,18,17,71,22
44,1000,10,5.13,10.3,18,37,43,961,22,12,5,39,7.953001216,89,38,2.666324487,9.186746287,7.883590305,8.03350588,512,16,8,1,25,449,6,4,4,14,537,463,24,14,58,31
46,1000,10,5.13,10.3,18,37,33,950,25,14,11,50,7.943666755,109,45,2.68281725,9.755471549,7.525118038,8.386329391,489,10,12,3,25,461,15,2,8,25,514,486,26,19,69,40
40,1000,10,5.13,10.3,18,37,73,952,37,7,4,48,8.911587136,115,39,2.754994575,9.583004409,9.424521029,8.412817097,465,19,5,4,28,487,18,2,0,20,493,507,25,14,86,29
41,1000,10,5.13,10.3,18,37,47,960,30,4,6,40,8.045599434,103,40,2.605896903,9.32302425,7.887894724,8.206490097,484,15,4,2,21,476,15,0,4,19,505,495,22,18,78,25
45,1000,10,5.13,10.3,18,37,38,961,20,11,8,39,7.672113696,86,31,2.653941889,9.297927654,7.467418894,7.880943747,486,9,6,4,19,475,11,5,4,20,505,495,17,14,55,31
42,1000,10,5.13,10.3,18,37,46,955,29,7,9,45,7.78859013,95,34,2.633154549,9.319541767,7.831114322,7.745724379,479,13,4,6,23,476,16,3,3,22,502,498,17,17,66,29
47,1000,10,5.13,10.3,18,37,27,952,29,9,10,48,7.737137262,90,31,2.49934268,8.830616201,7.634324226,7.84896522,492,17,6,6,29,460,12,3,4,19,521,479,16,15,55,35
44,1000,10,5.13,10.3,18,37,44,960,23,12,5,40,7.965857357,111,27,2.672440146,9.196622783,7.933570708,8.003304292,511,17,8,1,26,449,6,4,4,14,537,463,23,4,82,29
43,1000,10,5.13,10.3,18,37,44,957,18,12,13,43,8.086505935,110,31,2.735354408,9.522499119,8.230958351,7.93735588,485,10,7,6,23,472,8,5,7,20,508,492,16,15,78,32
46,1000,10,5.13,10.3,18,37,34,951,24,14,11,49,7.937485802,94,39,2.680690759,9.763384873,7.587064522,8.308095961,489,10,12,3,25,462,14,2,8,24,514,486,19,20,72,22
41,1000,10,5.13,10.3,18,37,48,962,29,4,5,38,8.04937194,82,46,2.609803605,9.329141213,7.911695764,8.189829454,484,15,4,2,21,478,14,0,3,17,505,495,29,17,62,20
40,1000,10,5.13,10.3,18,37,74,952,37,7,4,48,8.882003486,105,39,2.752545872,9.615485787,9.403056869,8.375338165,465,19,5,4,28,487,18,2,0,20,493,507,21,18,70,35
45,1000,10,5.13,10.3,18,37,39,962,19,11,8,38,7.678664825,106,29,2.663060111,9.297423138,7.498795394,7.862167982,485,10,6,4,20,477,9,5,4,18,505,495,14,15,75,31
42,1000,10,5.13,10.3,18,37,47,955,30,7,8,45,7.842577446,113,38,2.641257682,9.321424314,7.904611053,7.780045577,478,14,4,6,24,477,16,3,2,21,502,498,21,17,83,30
44,1000,10,5.13,10.3,18,37,45,959,24,12,5,41,7.998975929,103,24,2.67043873,9.228925421,8.008652844,7.987752379,510,18,8,1,27,449,6,4,4,14,537,463,10,14,82,21
